baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_id,product,gene,EC_number
15663.728988755909,0.9749554481957691,0.23444495702632479,16.97585497649436,3.785821588992906e-5,2.4457856226103744e-4,NC_007677.1_WP_011403790.1,30S ribosomal protein S12,rpsL,NA
7700.397160167203,0.37174801085927534,0.09787364410006881,14.389106486373407,1.4865982597356742e-4,7.823091551233122e-4,NC_007677.1_WP_011405370.1,thioredoxin-disulfide reductase,trxB,1.8.1.9
58886.33867602875,-0.20684431883356064,0.06913512077364559,8.943843178922236,0.0027840635042524677,0.009263565561234668,NC_007677.1_WP_237701697.1,polyribonucleotide nucleotidyltransferase,pnp,2.7.7.8
10890.146639623457,-0.20279138520621448,0.06688233908301812,9.188010821464673,0.002436054856207511,0.008244254062969091,NC_007677.1_WP_011404637.1,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB,gatB,NA
9937.560308112257,-0.2434963763252202,0.07279787873015846,11.177069552109543,8.281446887461053e-4,0.0033365422553490827,NC_007677.1_WP_011405368.1,phosphoribosylformylglycinamidine synthase subunit PurL,purL,6.3.5.3
7366.943240500743,-0.39100436357761315,0.0889226625656583,19.278811893932073,1.1295288264376942e-5,8.360203383708421e-5,NC_007677.1_WP_011404444.1,DUF2911 domain-containing protein,NA,NA
8749.832053986565,0.7809414060104019,0.3118513634378173,6.196253211933538,0.01280210407031284,0.03211888831841801,NC_007677.1_WP_011404220.1,ABC transporter ATP-binding protein,NA,NA
40299.491951185424,-0.5439047193066947,0.05168790374583399,110.09853877470209,9.323877421785747e-26,1.2578758267209135e-23,NC_007677.1_WP_103015545.1,ribonuclease R,rnr,NA
5831.633742941042,-0.28991579769435666,0.08980169855794795,10.404964950146564,0.00125676948141526,0.004757770179643484,NC_007677.1_WP_011403054.1,transketolase,tkt,2.2.1.1
17545.536610810992,0.34972096594308294,0.1396949394985898,6.25240337195504,0.012402491580201132,0.031354850945517,NC_007677.1_WP_043552273.1,30S ribosomal protein S6,rpsF,NA
2211.579391661438,0.6654291724549848,0.07821651396384142,71.91104064897581,2.2512084074231223e-17,1.6296552568858114e-15,NC_007677.1_WP_011405083.1,class I adenylate-forming enzyme family protein,NA,NA
179089.0799995889,-0.5414235720336652,0.10915533915534521,24.459919584542092,7.58718662620848e-7,7.791961905393345e-6,NC_007677.1_WP_011404069.1,ATP-dependent Clp protease ATP-binding subunit,NA,NA
9073.01827824829,0.3230109955298778,0.10849197557559129,8.84639338215311,0.002936686156232667,0.009663064868845406,NC_007677.1_WP_011402817.1,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC,coaBC,4.1.1.36
2102.7057319767177,-0.30636013464990797,0.07751287104774994,15.6005599916098,7.823141656617662e-5,4.511013080895761e-4,NC_007677.1_WP_112902961.1,MBL fold metallo-hydrolase,NA,NA
280.88063761114614,-0.3471665826705221,0.11241809131275618,9.547133598466587,0.0020026190525788278,0.0069762597981854,NC_007677.1_WP_237701854.1,hypothetical protein,NA,NA
6201.817077870078,0.5398383449206265,0.10426056314654834,26.659932111769763,2.426005006342743e-7,2.8144819361069786e-6,NC_007677.1_WP_013061975.1,hypothetical protein,NA,NA
11412.68661860407,-0.3708319697011984,0.1016164790678253,13.281876251770768,2.679841679637704e-4,0.0012870178163696935,NC_007677.1_WP_011403880.1,ADP-forming succinate--CoA ligase subunit beta,sucC,6.2.1.5
1233.4926424176638,-0.40733725890728806,0.13808754735752393,8.671492191058434,0.003232264162591952,0.010461679427015173,NC_007677.1_WP_231847197.1,hypothetical protein,NA,NA
4981.130025271558,0.7115618678308414,0.1803703141190706,15.41016892244437,8.652143900852558e-5,4.900679980482899e-4,NC_007677.1_WP_011404503.1,50S ribosomal protein L7/L12,rplL,NA
48893.20073441137,-0.4348604778580861,0.10314951016326157,17.706776245653373,2.577069373752061e-5,1.750284187939615e-4,NC_007677.1_WP_237701738.1,tetratricopeptide repeat protein,NA,NA
3623.205795212468,0.17457246364922255,0.06974690648752159,6.26045291623808,0.01234626360704451,0.031319410586075305,NC_007677.1_WP_011404729.1,DNA polymerase domain-containing protein,NA,NA
13989.651168546936,0.32285162989179506,0.10417282904650821,9.585424812364295,0.001961280546690512,0.006872586378485761,NC_007677.1_WP_237701734.1,heat-inducible transcriptional repressor HrcA,hrcA,NA
3405.672746838421,0.41198437972406066,0.11174792938553375,13.551961352932409,2.3204880579298434e-4,0.00115170711637722,NC_007677.1_WP_237702021.1,Na+/H+ antiporter NhaC family protein,NA,NA
10491.098813509798,-0.6234272259678968,0.10529766383263045,34.78593198379764,3.6802319097472565e-9,7.139168828843043e-8,NC_007677.1_WP_011403916.1,50S ribosomal protein L31,rpmE,NA
210.11164210241895,-0.7066751648738934,0.14837075996343246,22.667003075300613,1.9264787140426593e-6,1.7252933773507407e-5,NC_007677.1_WP_011404764.1,fasciclin domain-containing protein,NA,NA
922.0161451150075,-0.34770442921195244,0.12559620872689575,7.652565161481277,0.005669165310258614,0.016809273367480088,NC_007677.1_WP_013061754.1,hemolysin III family protein,NA,NA
1066.2965707884068,-0.3232947143871586,0.12734869806173466,6.434504759158443,0.011192435891017635,0.029037718290682118,NC_007677.1_WP_237702008.1,YkvA family protein,NA,NA
5315.758490861601,0.9328337923263871,0.3153728342515707,8.601750898423973,0.00335839972787926,0.010799274531252052,NC_007677.1_WP_011404218.1,sugar ABC transporter permease,NA,NA
9764.374873913128,0.34992683959978427,0.10056395331067311,12.078369418621776,5.101019109732605e-4,0.0022297238170377568,NC_007677.1_WP_011403674.1,ATP synthase F0 subunit C,atpE,7.1.2.2
142331.97900512375,0.2853770528560117,0.06497424881813148,19.259810168657395,1.1408266320445116e-5,8.422819512209229e-5,NC_007677.1_WP_011404850.1,chaperonin GroEL,groL,NA
82716.0193323451,0.46916470924194065,0.12295209399725551,14.497026602203618,1.4038094855021782e-4,7.453309125107989e-4,NC_007677.1_WP_011404502.1,DNA-directed RNA polymerase subunit beta,rpoB,2.7.7.6
2087.5532960196924,-0.2377366788127674,0.10089230796317174,5.544467077320604,0.018539201014718704,0.04360091015188995,NC_007677.1_WP_162892262.1,hypothetical protein,NA,NA
20581.83533206154,0.47875538482291635,0.20655855243681454,5.34775915437001,0.020748920643292826,0.0477016239111488,NC_007677.1_WP_011404221.1,glycerol kinase GlpK,glpK,2.7.1.30
5444.640146287376,0.4800067595145528,0.08921580649149026,28.828022249203855,7.909837099988273e-8,1.052753206850457e-6,NC_007677.1_WP_011403685.1,CNNM domain-containing protein,NA,NA
7511.161011120723,0.9141970812706398,0.2955970167305303,9.409839506390654,0.0021582411710936774,0.007431159855923473,NC_007677.1_WP_237701850.1,SusC/RagA family TonB-linked outer membrane protein,NA,NA
854.6651611047785,-0.39425492081946056,0.15400400779342208,6.528707579570948,0.010614705578761638,0.02780621902715317,NC_007677.1_WP_231847128.1,hypothetical protein,NA,NA
12938.675960284752,0.49528502496769045,0.14805600183227322,11.136793037067662,8.463208243969881e-4,0.003389851831052983,NC_007677.1_WP_011403807.1,50S ribosomal protein L5,rplE,NA
110394.77940216303,-0.45407732557378316,0.12214008512247254,13.764517407978076,2.0721319922302467e-4,0.0010371142922326092,NC_007677.1_WP_118830809.1,ABC transporter substrate-binding protein,NA,NA
48771.197094708165,-0.547779130989013,0.09047909919404457,36.43722858043532,1.5766282515929412e-9,3.318746560799893e-8,NC_007677.1_WP_112903561.1,PKD domain-containing protein,NA,NA
1921.1742939137148,1.9358221258483246,0.12676720766784705,219.0887320629361,1.4294079689748803e-49,7.070804753195742e-47,NC_007677.1_WP_013061006.1,efflux RND transporter periplasmic adaptor subunit,NA,NA
23886.06050399033,-0.6799000581020345,0.16690408003591675,16.443557023323706,5.01202348284459e-5,3.092658149081651e-4,NC_007677.1_WP_011404429.1,acetate--CoA ligase,acs,6.2.1.1
79927.75896045643,-0.6653779103087468,0.18116046059541185,13.372247768597902,2.55375105464007e-4,0.0012364654372221417,NC_007677.1_WP_013060929.1,type I glutamate--ammonia ligase,glnA,6.3.1.2
672.2313278114661,-0.2767713483117795,0.11969594770175367,5.3426826661363975,0.020809425581243452,0.047803695917283714,NC_007677.1_WP_011403896.1,GHMP kinase,NA,NA
5169.730841039337,0.18750301361714475,0.07422248066068664,6.378382047321196,0.011551869303807586,0.029736294964181193,NC_007677.1_WP_112904041.1,translocation/assembly module TamB domain-containing protein,NA,NA
7309.59364960383,-0.326074544785539,0.058099132191265467,31.433739326804982,2.0636360980688634e-8,3.2579106058874395e-7,NC_007677.1_WP_011403696.1,elongation factor P,efp,NA
8050.165393400244,0.807099599386024,0.20525481274756607,15.266279673661586,9.336851026094384e-5,5.218789801402661e-4,NC_007677.1_WP_011403798.1,50S ribosomal protein L2,rplB,NA
19142.078928750794,-1.0986435866222262,0.1592159529944847,46.51414216987621,9.095960407044602e-12,3.176095351542162e-10,NC_007677.1_WP_011404189.1,ATP-dependent Clp protease proteolytic subunit,NA,NA
22377.612189267256,0.30518649723812297,0.08616020858493738,12.523020893756382,4.019684512877129e-4,0.0018113441276262072,NC_007677.1_WP_237701998.1,choice-of-anchor B family protein,NA,NA
17309.384082429937,-0.3314121797714061,0.13039358299543025,6.445582652225312,0.011122855659004786,0.02888244584070534,NC_007677.1_WP_011404573.1,phosphoenolpyruvate carboxykinase (ATP),pckA,4.1.1.49
1316.5945589096495,0.22452830645857616,0.09306346798671401,5.820211172027541,0.01584304273171492,0.038322861310293305,NC_007677.1_WP_011403279.1,protein-tyrosine-phosphatase,NA,NA
1833.6363372610033,-0.34528408746341044,0.1407046653858802,6.006111583547749,0.0142564096934673,0.034998365566758435,NC_007677.1_WP_237701863.1,hypothetical protein,NA,NA
3800.71864822005,-0.5483300031163262,0.15318193152982945,12.737318241753314,3.5843126784752236e-4,0.0016442971031126385,NC_007677.1_WP_112903923.1,4-hydroxyphenylpyruvate dioxygenase,hppD,1.13.11.27
31374.797491019246,-0.7154983393064673,0.11754277786636957,36.68161277572517,1.3908513430266189e-9,2.991338250799279e-8,NC_007677.1_WP_011404468.1,superoxide dismutase,NA,NA
10159.591149265061,-0.5490409666808295,0.0906438125359648,36.476977964408775,1.5448011158508882e-9,3.274978365603883e-8,NC_007677.1_WP_103015433.1,SCO family protein,NA,NA
18230.710864500656,0.5139739135139532,0.1631662347151004,9.870915231299762,0.001679119616556562,0.006055439880850396,NC_007677.1_WP_011404505.1,50S ribosomal protein L1,rplA,NA
6351.2802105038245,-0.49812739472442136,0.07291232879088837,46.45735032798092,9.363445641708242e-12,3.2314775191383793e-10,NC_007677.1_WP_011404812.1,outer membrane beta-barrel protein,NA,NA
4864.898532368805,0.2987169550479444,0.10208798505834298,8.546514480298356,0.003461844560824606,0.011095847361260725,NC_007677.1_WP_011405369.1,thioredoxin,trxA,NA
29258.88567407924,-1.5134159489118317,0.31872968441495736,21.58337234499868,3.3877614748868416e-6,2.8728217307040418e-5,NC_007677.1_WP_112903941.1,Fe-S cluster assembly protein SufB,sufB,NA
1463.6494315918483,0.33045045826258407,0.1373375377014635,5.776209203369405,0.0162445398320039,0.03903950949100208,NC_007677.1_WP_237701820.1,transposase,NA,NA
5875.649060069885,-0.25942409516805404,0.10772996943050055,5.790610084730616,0.016111996751442814,0.038783784556595514,NC_007677.1_WP_011404687.1,SGNH/GDSL hydrolase family protein,NA,NA
8404.188925729697,0.43077817225081527,0.12547275386356316,11.74508691533174,6.100405972511514e-4,0.0026059352288897316,NC_007677.1_WP_173387030.1,"NAD-dependent epimerase/dehydratase family protein",NA,NA
6885.193396606454,-0.20431386403799748,0.05580409360979632,13.395844638647247,2.5218235494089644e-4,0.0012250036488782006,NC_007677.1_WP_164923482.1,sugar phosphate nucleotidyltransferase,NA,NA
53786.57616085222,-0.510823266761649,0.14938934947770588,11.632074243468423,6.482422567444242e-4,0.002737443900524272,NC_007677.1_WP_013062346.1,RNA polymerase sigma factor RpoD/SigA,NA,NA
1725.8962580984962,-0.3264431624774651,0.10816138419079899,9.08776383136447,0.002573253093779139,0.00863960993476978,NC_007677.1_WP_011402795.1,sigma-70 family RNA polymerase sigma factor,NA,NA
1992.7903242813939,0.2575057676700992,0.10733291498426153,5.747710943179953,0.016510156203588974,0.039581699202142225,NC_007677.1_WP_011404162.1,aspartate 1-decarboxylase,NA,4.1.1.11
6456.462902681907,-0.4144039344936695,0.07580097400530278,29.79658834131348,4.798356341455481e-8,6.913360010407703e-7,NC_007677.1_WP_103015861.1,DUF3667 domain-containing protein,NA,NA
4171.314254065613,0.3992442795838151,0.12114291838977882,10.83059410245059,9.98365986855332e-4,0.003888648620717356,NC_007677.1_WP_164923705.1,zinc-dependent metalloprotease,NA,NA
2723.1584293610426,-1.211833441253324,0.08536562995008319,197.03499087762953,9.265884533299484e-45,3.4376431618541084e-42,NC_007677.1_WP_011404453.1,tryptophanase,NA,NA
49193.65199072515,0.9433933978806617,0.24822404367652856,14.19444560089994,1.6485642522818362e-4,8.539160036252165e-4,NC_007677.1_WP_011403792.1,elongation factor G,fusA,NA
5563.723067423207,-0.46420732108577156,0.10854100171320831,18.21759520318986,1.9704999714440282e-5,1.3891790772555524e-4,NC_007677.1_WP_011404316.1,outer membrane lipoprotein carrier protein LolA,NA,NA
4934.153313474835,0.44938473577759824,0.08700221766692605,26.58707573693269,2.5192338965094276e-7,2.8869058705945872e-6,NC_007677.1_WP_112904383.1,hypothetical protein,NA,NA
11673.87875856175,-0.5193066489508853,0.08521857357494558,36.94210792038962,1.2168926249503747e-9,2.6753609710020088e-8,NC_007677.1_WP_164923633.1,GTPase HflX,hflX,NA
2244.1175309441405,-0.876581880151637,0.3135519507831245,7.700128393060055,0.005521689759924722,0.01652053952364574,NC_007677.1_WP_164923518.1,PAS domain S-box protein,NA,NA
2479.7649181548286,-0.17795861234758384,0.06735026289252118,6.978311436551195,0.008250341637389639,0.022673161092381895,NC_007677.1_WP_118841286.1,GNAT family N-acetyltransferase,NA,NA
7967.882596935839,-0.25801757965690775,0.08476684564794612,9.253823688718427,0.002350042348434981,0.007989605601552147,NC_007677.1_WP_011404842.1,preprotein translocase subunit SecG,secG,NA
2562.0030137191975,-0.23182407941943922,0.09383102964975436,6.099226070291451,0.013524109881078524,0.03364589951973265,NC_007677.1_WP_011403588.1,"bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylase UbiE",ubiE,2.1.1.163
35985.299986760736,-0.29026996366455105,0.04503637947402233,41.473702870566115,1.1946721533109445e-10,3.4094105298335417e-9,NC_007677.1_WP_011403172.1,"NADH-quinone oxidoreductase subunit NuoB",nuoB,1.6.5.9
1031.4579627453418,0.3489694352277832,0.11397124000444908,9.356763548798313,0.002221640976494902,0.007605340736144025,NC_007677.1_WP_237701892.1,capsule assembly Wzi family protein,NA,NA
6588.518998393808,-0.33872849297147806,0.0902581114958441,14.053297704706182,1.7770195662109047e-4,9.109143475844499e-4,NC_007677.1_WP_237702028.1,prolyl oligopeptidase family serine peptidase,NA,NA
6102.114363708184,0.5058828810098668,0.11112435652763993,20.623702330329365,5.589974627235804e-6,4.484066133415099e-5,NC_007677.1_WP_011403457.1,transglycosylase domain-containing protein,NA,NA
4089.460426041033,0.22348991847459507,0.06859735017039839,10.610257365539184,0.0011246203508540656,0.00432366994991563,NC_007677.1_WP_011403700.1,site-2 protease family protein,NA,NA
7934.094288151684,0.3211804089465231,0.12830439250819473,6.25366266415665,0.012393677797046617,0.031354850945517,NC_007677.1_WP_011404507.1,transcription termination/antitermination protein NusG,nusG,NA
4326.928673183803,0.20621832688623815,0.08407943409044748,6.01010617618698,0.014224171588751356,0.034998365566758435,NC_007677.1_WP_011404517.1,bifunctional riboflavin kinase/FAD synthetase,NA,2.7.1.26
4551.104409321803,-0.21062880506859888,0.05486265109979168,14.726595664516907,1.2428074755394802e-4,6.731117860221126e-4,NC_007677.1_WP_013062987.1,ring-cleaving dioxygenase,NA,NA
5165.3633946535365,0.3038568936431405,0.09884075137518147,9.43524317662451,0.0021285486352589492,0.007354519615190409,NC_007677.1_WP_011404357.1,class II fumarate hydratase,NA,NA
6843.210386746184,-1.1339869230046882,0.3924798124738675,8.142203391821113,0.004324670113071217,0.013412352033015018,NC_007677.1_WP_011405343.1,flagellin,NA,NA
7214.203766970134,-0.22479057021318297,0.08228720493820257,7.454106090127539,0.0063291902486415415,0.01836269468032072,NC_007677.1_WP_118828838.1,type IX secretion system outer membrane channel protein PorV,porV,NA
12983.494120261448,-0.8499178674149729,0.1187466008331291,50.516962100717365,1.1813930353503438e-12,4.6136506959471325e-11,NC_007677.1_WP_011403903.1,aminotransferase class V-fold PLP-dependent enzyme,NA,NA
4288.067642601301,-0.2553688749347831,0.09677931054895837,6.954505892204139,0.008360838703306606,0.0229343523765379,NC_007677.1_WP_011403424.1,D-glycerate dehydrogenase,NA,NA
1005.87207150421,0.3473172878248753,0.11222863298071849,9.555194665328685,0.0019938436740057886,0.006962032969940212,NC_007677.1_WP_112903716.1,D-alanine--D-alanine ligase,NA,NA
16978.0312679484,0.282856128956336,0.11915082221317178,5.626926759166167,0.017686613252547657,0.04184911288795729,NC_007677.1_WP_011404951.1,UPF0182 family protein,NA,NA
8535.763956929739,-0.32127685252337573,0.0708527263535916,20.52112144991463,5.897686298684583e-6,4.70546584260641e-5,NC_007677.1_WP_112904210.1,hypothetical protein,NA,NA
29963.682842923346,-0.32791212193978636,0.10090733619169928,10.537950786334704,0.0011694801500758791,0.004473810769559044,NC_007677.1_WP_011403632.1,hypothetical protein,NA,NA
3718.1524718857704,-0.5591551252790968,0.11552622551578291,23.28853152571307,1.3942891313871525e-6,1.3137302037958949e-5,NC_007677.1_WP_011405259.1,LytR C-terminal domain-containing protein,NA,NA
5657.493919313512,-0.3876504227650031,0.0814972483074137,22.56400808174405,2.0325702909267708e-6,1.8116121992404372e-5,NC_007677.1_WP_011404809.1,GTPase Era,era,NA
3186.2212131449974,-0.18431057613303542,0.054418292917121344,11.463994444837681,7.095761536527435e-4,0.0029537475793006206,NC_007677.1_WP_011404312.1,imidazole glycerol phosphate synthase subunit HisF,hisF,4.3.2.10
15321.398432681455,-0.22155779123637284,0.057671766494086084,14.744823903863079,1.230849648613045e-4,6.690772448870911e-4,NC_007677.1_WP_011404423.1,biopolymer transporter ExbD,NA,NA
17704.4482517164,-0.27471389549067077,0.06206968855915992,19.55985628821486,9.74964272290998e-6,7.363088957149318e-5,NC_007677.1_WP_011404829.1,hypothetical protein,NA,NA
10485.951197898878,0.4655299185696655,0.15435194033010946,9.057765759695883,0.0026158141945430017,0.008752803302597102,NC_007677.1_WP_011403809.1,30S ribosomal protein S8,rpsH,NA
15877.60721850653,0.8760855591866646,0.23388686154406685,13.821273351729701,2.010469448959545e-4,0.0010182718983808754,NC_007677.1_WP_011403791.1,30S ribosomal protein S7,rpsG,NA
3202.9619851108378,-0.43848960305967744,0.10624891402721032,16.963802269159288,3.809932033949419e-5,2.4486202378974805e-4,NC_007677.1_WP_043551852.1,LacI family DNA-binding transcriptional regulator,NA,NA
6601.281272840299,-0.2601996757815926,0.06754955686248125,14.822579370627011,1.1811285393849684e-4,6.432274320907498e-4,NC_007677.1_WP_237701768.1,thioredoxin family protein,NA,NA
23160.789682773866,-0.30364539721500855,0.07608393972571173,15.899166283147053,6.680814008822017e-5,3.9467181948711974e-4,NC_007677.1_WP_011404706.1,pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha,pdhA,NA
4488.763961873098,-0.1626281660699844,0.05740473222940226,8.02399075238506,0.00461617417834093,0.014212453279373321,NC_007677.1_WP_043552379.1,anthranilate synthase component I,trpE,4.1.3.27
21873.400261816194,-0.31672870886226356,0.10644206157599152,8.836935700592221,0.00295194371978164,0.00969177982335388,NC_007677.1_WP_011403633.1,TonB-dependent receptor,NA,NA
12818.589900577084,0.42603770776027605,0.14549642131284496,8.54338838143292,0.003467794950458817,0.011102929248070947,NC_007677.1_WP_011403810.1,50S ribosomal protein L6,rplF,NA
25368.5672306399,-0.8930424106435592,0.1582614304632987,31.348416239065557,2.1563452732058466e-8,3.3667840353871025e-7,NC_007677.1_WP_011403423.1,endonuclease MutS2,NA,NA
3995.1343241809845,0.19215345742316545,0.0789694585890799,5.918640127901426,0.014981517236174071,0.0365544804227266,NC_007677.1_WP_011405018.1,phosphate ABC transporter permease subunit PstC,pstC,NA
6211.227639118258,-0.21305278319504659,0.0693832331644227,9.421486993348879,0.002144575457696892,0.0073926828785648956,NC_007677.1_WP_011404555.1,sodium:calcium antiporter,NA,NA
30029.78671927095,-0.2516404136646455,0.05650507942265752,19.80775448874772,8.563455491698074e-6,6.567528656165345e-5,NC_007677.1_WP_011403173.1,"NADH-quinone oxidoreductase subunit C",NA,NA
17839.917181807527,0.7806925405446663,0.18939781614037085,16.788509619339948,4.178555723307086e-5,2.6443397413167225e-4,NC_007677.1_WP_011402823.1,translation elongation factor Ts,tsf,NA
753.7478676912039,0.24876299017470418,0.09114920934256347,7.4440586850529655,0.006364619787906133,0.018429455151712588,NC_007677.1_WP_011402968.1,RES family NAD+ phosphorylase,NA,NA
3196.4139736483025,-0.27563027538048623,0.08139934843398568,11.451764773994427,7.142613368020912e-4,0.0029649337729071423,NC_007677.1_WP_011403171.1,"NADH-quinone oxidoreductase subunit A",NA,NA
1222.9733569316031,0.3368114701474041,0.13963540509555955,5.804345490193441,0.015986617139500725,0.0385445001381301,NC_007677.1_WP_011403013.1,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,NA,NA
35183.329790622265,-0.2839423963737655,0.0766043758131578,13.71751947129809,2.1246328936223497e-4,0.0010616010822005275,NC_007677.1_WP_011404835.1,cytochrome c3 family protein,NA,NA
16654.746383815287,-0.2957543823162286,0.08251326376769784,12.82589174287267,3.4185553958911976e-4,0.0015804162640194821,NC_007677.1_WP_011404318.1,malate dehydrogenase,mdh,1.1.1.37
